,test_id,kcid,lmc_prior_code,lengthscale_prior_code,test_data,elpd_waic,p_waic,se,warning,n_data_points,n_samples,scale,elpd_waic_y0,elpd_waic_y1,elpd_waic_y2,elpd_waic_y3,elpd_waic_y4
0,0,0,2,1,1,8822.272202833634,9.102811784597764,283.6999459346654,False,1960,300,log,-277.56883,4581.44185,4579.90172,-29.74088,-31.76165
1,0,0,2,1,1,8843.310756977102,9.466085017531661,283.67164813280084,False,1960,300,log,-272.67797,4583.66719,4586.10402,-26.80179,-26.98069
2,0,0,2,1,1,8834.060736114841,7.257938067836581,283.192026069296,False,1960,300,log,-270.24689,4578.77052,4579.41007,-25.71451,-28.15845
3,0,0,2,1,1,8835.42834540046,7.764417150896074,283.30662649622053,False,1960,300,log,-275.62339,4577.43039,4579.67663,-22.04743,-24.00786
4,0,0,2,1,1,8823.013752382623,8.141454831497972,283.5913824705913,False,1960,300,log,-276.78604,4579.6142,4577.66163,-30.68763,-26.78841
5,0,0,2,1,1,8806.000651544204,8.735801391675924,283.79365249424654,False,1960,300,log,-275.97547,4577.21876,4573.42411,-30.66996,-37.99679
6,0,0,2,1,1,8834.495967918858,8.888631085198192,283.22627752183007,False,1960,300,log,-272.60152,4578.8205,4578.00346,-21.13151,-28.59497
7,0,0,2,1,1,8849.257755386208,10.416891197737867,283.05523532669423,False,1960,300,log,-260.14807,4581.67886,4580.4547,-22.24632,-30.48141
8,0,0,2,1,1,8845.875441887352,11.00976136677811,282.89615167628455,True,1960,300,log,-265.67034,4580.59758,4581.9804,-24.10536,-26.92684
9,0,0,2,1,1,8829.145879038562,8.45686512511802,283.6288505192401,False,1960,300,log,-278.24633,4581.97276,4580.76328,-28.8986,-26.44524
10,0,0,2,1,1,8814.948266724341,8.534737836800499,282.8763405363688,False,1960,300,log,-271.65853,4572.15055,4571.44996,-27.16458,-29.82914
11,0,0,2,1,1,8836.735943683861,8.206464873013212,283.9354138059295,False,1960,300,log,-275.57773,4582.93159,4582.27606,-23.52772,-29.36625
12,0,0,2,1,1,8840.939982826434,10.39282377693143,283.15756373554296,False,1960,300,log,-271.59936,4581.19724,4582.02017,-24.04925,-26.62882
13,0,0,2,1,1,8823.298703956321,8.031383277876804,283.52970251848865,False,1960,300,log,-275.13492,4579.87735,4579.53256,-24.181,-36.79528
14,0,0,2,1,1,8834.75057130944,12.807974433466782,283.2094903083668,False,1960,300,log,-270.38068,4579.93196,4575.30238,-23.51944,-26.58366
15,0,0,2,1,1,8827.123695304395,9.826903969360975,283.63193992502863,False,1960,300,log,-271.02977,4580.14043,4579.13689,-30.24069,-30.88316
16,0,0,2,1,1,8829.742198411197,9.229543506000617,283.72752453827144,False,1960,300,log,-275.09618,4580.22087,4582.06067,-25.52569,-31.91746
17,0,0,2,1,1,8841.900915308452,9.433178833747014,283.4560131585115,False,1960,300,log,-271.24981,4580.32129,4582.92813,-23.65004,-26.44865
18,0,0,2,1,1,8821.800877865124,8.75985203900343,283.7085198137766,False,1960,300,log,-271.08888,4576.93103,4578.16418,-31.75475,-30.4507
19,0,0,2,1,1,8809.472855860435,9.880782612200198,283.68004710019363,False,1960,300,log,-281.23263,4574.86922,4576.44684,-27.15073,-33.45984
