timestep,parent,callsign,id,side,x,y,z,psi,theta,phi,v,track_range,track_ata,track_aa,track_azimuth,track_elevation,start_time,total_time,sensor_mode,radar_track,rwr_track,detected,spiked,in_range,in_fov
00.00,viper,cobra,200,2,20000.000,-1.792,5000.000,180.000,00.000,00.000,300.000,50000.000,00.004,179.996,-0.004,90.000,00.000,00.100,SensorMode.SEARCH,1,0,0,0,1,1
00.00,cobra,viper,100,1,-30000.000,01.531,5000.000,00.000,00.000,00.000,300.000,50000.000,00.004,179.996,-0.004,90.000,00.000,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.10,viper,cobra,200,2,19970.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49940.000,00.004,179.996,-0.004,90.000,00.100,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.10,cobra,viper,100,1,-29970.000,01.531,5000.000,00.000,00.000,00.000,300.000,49940.000,00.004,179.996,-0.004,90.000,00.100,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.20,viper,cobra,200,2,19940.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49880.000,00.004,179.996,-0.004,90.000,00.200,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.20,cobra,viper,100,1,-29940.000,01.531,5000.000,00.000,00.000,00.000,300.000,49880.000,00.004,179.996,-0.004,90.000,00.200,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.30,viper,cobra,200,2,19910.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49820.000,00.004,179.996,-0.004,90.000,00.300,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.30,cobra,viper,100,1,-29910.000,01.531,5000.000,00.000,00.000,00.000,300.000,49820.000,00.004,179.996,-0.004,90.000,00.300,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.40,viper,cobra,200,2,19880.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49760.000,00.004,179.996,-0.004,90.000,00.400,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.40,cobra,viper,100,1,-29880.000,01.531,5000.000,00.000,00.000,00.000,300.000,49760.000,00.004,179.996,-0.004,90.000,00.400,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.50,viper,cobra,200,2,19850.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49700.000,00.004,179.996,-0.004,90.000,00.500,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.50,cobra,viper,100,1,-29850.000,01.531,5000.000,00.000,00.000,00.000,300.000,49700.000,00.004,179.996,-0.004,90.000,00.500,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.60,viper,cobra,200,2,19820.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49640.000,00.004,179.996,-0.004,90.000,00.600,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.60,cobra,viper,100,1,-29820.000,01.531,5000.000,00.000,00.000,00.000,300.000,49640.000,00.004,179.996,-0.004,90.000,00.600,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.70,viper,cobra,200,2,19790.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49580.000,00.004,179.996,-0.004,90.000,00.700,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.70,cobra,viper,100,1,-29790.000,01.531,5000.000,00.000,00.000,00.000,300.000,49580.000,00.004,179.996,-0.004,90.000,00.700,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.80,viper,cobra,200,2,19760.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49520.000,00.004,179.996,-0.004,90.000,00.800,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.80,cobra,viper,100,1,-29760.000,01.531,5000.000,00.000,00.000,00.000,300.000,49520.000,00.004,179.996,-0.004,90.000,00.800,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.90,viper,cobra,200,2,19730.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49460.000,00.004,179.996,-0.004,90.000,00.900,00.100,SensorMode.SEARCH,1,1,1,0,1,1
00.90,cobra,viper,100,1,-29730.000,01.531,5000.000,00.000,00.000,00.000,300.000,49460.000,00.004,179.996,-0.004,90.000,00.900,00.100,SensorMode.SEARCH,1,1,1,0,1,1
01.00,viper,cobra,200,2,19700.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49400.000,00.004,179.996,-0.004,90.000,01.000,00.100,SensorMode.SEARCH,1,1,1,0,1,1
01.00,cobra,viper,100,1,-29700.000,01.531,5000.000,00.000,00.000,00.000,300.000,49400.000,00.004,179.996,-0.004,90.000,01.000,00.100,SensorMode.SEARCH,1,1,1,0,1,1
01.10,viper,cobra,200,2,19670.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49340.000,00.004,179.996,-0.004,90.000,01.100,00.100,SensorMode.STT,1,1,1,0,1,1
01.10,cobra,viper,100,1,-29670.000,01.531,5000.000,00.000,00.000,00.000,300.000,49340.000,00.004,179.996,-0.004,90.000,01.100,00.100,SensorMode.SEARCH,1,1,1,1,1,1
01.20,viper,cobra,200,2,19640.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49280.000,00.004,179.996,-0.004,90.000,01.200,00.100,SensorMode.STT,1,1,1,0,1,1
01.20,cobra,viper,100,1,-29640.000,01.531,5000.000,00.000,00.000,00.000,300.000,49280.000,00.004,179.996,-0.004,90.000,01.200,00.100,SensorMode.SEARCH,1,1,1,1,1,1
01.30,viper,cobra,200,2,19610.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49220.000,00.004,179.996,-0.004,90.000,01.300,00.100,SensorMode.STT,1,1,1,0,1,1
01.30,cobra,viper,100,1,-29610.000,01.531,5000.000,00.000,00.000,00.000,300.000,49220.000,00.004,179.996,-0.004,90.000,01.300,00.100,SensorMode.SEARCH,1,1,1,1,1,1
01.40,viper,cobra,200,2,19580.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49160.000,00.004,179.996,-0.004,90.000,01.400,00.100,SensorMode.STT,1,1,1,0,1,1
01.40,cobra,viper,100,1,-29580.000,01.531,5000.000,00.000,00.000,00.785,300.000,49160.000,00.004,179.996,-0.004,90.000,01.400,00.100,SensorMode.STT,1,1,1,1,1,1
01.50,viper,cobra,200,2,19550.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49100.000,00.006,179.996,-0.006,90.000,01.500,00.100,SensorMode.STT,1,1,1,1,1,1
01.50,cobra,viper,100,1,-29550.000,01.532,5000.000,00.003,00.000,01.561,300.000,49100.000,00.004,179.994,-0.004,90.000,01.500,00.100,SensorMode.STT,1,1,1,1,1,1
01.60,viper,cobra,200,2,19520.000,-1.792,5000.000,180.000,00.000,00.000,300.000,49040.000,00.012,179.996,-0.012,90.000,01.600,00.100,SensorMode.STT,1,1,1,1,1,1
01.60,cobra,viper,100,1,-29520.000,01.536,5000.000,00.008,00.000,02.330,300.000,49040.000,00.004,179.988,-0.004,90.000,01.600,00.100,SensorMode.STT,1,1,1,1,1,1
01.70,viper,cobra,200,2,19490.000,-1.792,5000.000,180.000,00.000,00.785,300.000,48980.000,00.019,179.996,-0.019,90.000,01.700,00.100,SensorMode.STT,1,1,1,1,1,1
01.70,cobra,viper,100,1,-29490.000,01.544,5000.000,00.015,00.000,03.092,300.000,48980.000,00.004,179.981,-0.004,90.000,01.700,00.100,SensorMode.STT,1,1,1,1,1,1
01.80,viper,cobra,200,2,19460.000,-1.793,5000.000,180.003,00.000,01.561,300.000,48920.000,00.029,179.994,-0.029,90.000,01.800,00.100,SensorMode.STT,1,1,1,1,1,1
01.80,cobra,viper,100,1,-29460.000,01.558,5000.000,00.025,00.000,03.845,300.000,48920.000,00.006,179.971,-0.006,90.000,01.800,00.100,SensorMode.STT,1,1,1,1,1,1
01.90,viper,cobra,200,2,19430.000,-1.797,5000.000,180.008,00.000,02.330,300.000,48860.000,00.042,179.988,-0.042,90.000,01.900,00.100,SensorMode.STT,1,1,1,1,1,1
01.90,cobra,viper,100,1,-29430.000,01.578,5000.000,00.038,00.000,04.592,300.000,48860.000,00.012,179.958,-0.012,90.000,01.900,00.100,SensorMode.STT,1,1,1,1,1,1
02.00,viper,cobra,200,2,19400.000,-1.805,5000.000,180.015,00.000,03.092,300.000,48800.000,00.057,179.981,-0.057,90.000,02.000,00.100,SensorMode.STT,1,1,1,1,1,1
02.00,cobra,viper,100,1,-29400.000,01.605,5000.000,00.053,00.000,05.330,300.000,48800.000,00.019,179.943,-0.019,90.000,02.000,00.100,SensorMode.STT,1,1,1,1,1,1
02.10,viper,cobra,200,2,19370.000,-1.819,5000.000,180.025,00.000,03.845,300.000,48740.000,00.075,179.971,-0.075,90.000,02.100,00.100,SensorMode.STT,1,1,1,1,1,1
02.10,cobra,viper,100,1,-29370.000,01.642,5000.000,00.071,00.000,06.062,300.000,48740.000,00.029,179.925,-0.029,90.000,02.100,00.100,SensorMode.STT,1,1,1,1,1,1
02.20,viper,cobra,200,2,19340.000,-1.839,5000.000,180.038,00.000,04.592,300.000,48680.000,00.095,179.958,-0.095,90.000,02.200,00.100,SensorMode.STT,1,1,1,1,1,1
02.20,cobra,viper,100,1,-29340.000,01.690,5000.000,00.090,00.000,06.786,300.000,48680.000,00.042,179.905,-0.042,90.000,02.200,00.100,SensorMode.STT,1,1,1,1,1,1
02.30,viper,cobra,200,2,19310.000,-1.866,5000.000,180.053,00.000,05.330,300.000,48620.000,00.117,179.943,-0.117,90.000,02.300,00.100,SensorMode.STT,1,1,1,1,1,1
02.30,cobra,viper,100,1,-29310.000,01.749,5000.000,00.113,00.000,07.502,300.000,48620.000,00.057,179.883,-0.057,90.000,02.300,00.100,SensorMode.STT,1,1,1,1,1,1
02.40,viper,cobra,200,2,19280.000,-1.903,5000.000,180.071,00.000,06.062,300.000,48560.000,00.142,179.925,-0.142,90.000,02.400,00.100,SensorMode.STT,1,1,1,1,1,1
02.40,cobra,viper,100,1,-29280.000,01.821,5000.000,00.137,00.000,08.212,300.000,48560.000,00.075,179.858,-0.075,90.000,02.400,00.100,SensorMode.STT,1,1,1,1,1,1
02.50,viper,cobra,200,2,19250.000,-1.951,5000.000,180.090,00.000,06.786,300.000,48500.001,00.169,179.905,-0.169,90.000,02.500,00.100,SensorMode.STT,1,1,1,1,1,1
02.50,cobra,viper,100,1,-29250.000,01.907,5000.000,00.164,00.000,08.915,300.000,48500.001,00.095,179.831,-0.095,90.000,02.500,00.100,SensorMode.STT,1,1,1,1,1,1
02.60,viper,cobra,200,2,19220.000,-2.010,5000.000,180.113,00.000,07.502,300.000,48440.001,00.199,179.883,-0.199,90.000,02.600,00.100,SensorMode.STT,1,1,1,1,1,1
02.60,cobra,viper,100,1,-29220.001,02.008,5000.000,00.194,00.000,09.610,300.000,48440.001,00.117,179.801,-0.117,90.000,02.600,00.100,SensorMode.STT,1,1,1,1,1,1
02.70,viper,cobra,200,2,19190.000,-2.082,5000.000,180.137,00.000,08.256,300.000,48380.001,00.230,179.858,-0.230,90.000,02.700,00.100,SensorMode.STT,1,1,1,1,1,1
02.70,cobra,viper,100,1,-29190.001,02.126,5000.000,00.225,00.000,10.299,300.000,48380.001,00.142,179.770,-0.142,90.000,02.700,00.100,SensorMode.STT,1,1,1,1,1,1
02.80,viper,cobra,200,2,19160.000,-2.168,5000.000,180.165,00.000,09.001,300.000,48320.002,00.265,179.830,-0.265,90.000,02.800,00.100,SensorMode.STT,1,1,1,1,1,1
02.80,cobra,viper,100,1,-29160.001,02.262,5000.000,00.260,00.000,10.980,300.000,48320.002,00.170,179.735,-0.170,90.000,02.800,00.100,SensorMode.STT,1,1,1,1,1,1
02.90,viper,cobra,200,2,19130.001,-2.269,5000.000,180.194,00.000,09.739,300.000,48260.002,00.301,179.800,-0.301,90.000,02.900,00.100,SensorMode.STT,1,1,1,1,1,1
02.90,cobra,viper,100,1,-29130.001,02.417,5000.000,00.296,00.000,11.655,300.000,48260.002,00.200,179.699,-0.200,90.000,02.900,00.100,SensorMode.STT,1,1,1,1,1,1
03.00,viper,cobra,200,2,19100.001,-2.388,5000.000,180.226,00.000,10.470,300.000,48200.003,00.340,179.768,-0.340,90.000,03.000,00.100,SensorMode.STT,1,1,1,1,1,1
